"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Dec 25 14:13:46 GMT 2023","Mon Dec 25 14:13:46 GMT 2023","321","Surefire suite","Surefire test","com.webcalc.gerkin.testrunner.CucumberRunnerTests","com.webcalc.gerkin.testrunner.CucumberRunnerTests","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Dec 25 14:10:25 GMT 2023","Mon Dec 25 14:10:25 GMT 2023","685","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
"broken","Mon Dec 25 14:13:45 GMT 2023","Mon Dec 25 14:13:45 GMT 2023","388","Surefire suite","Surefire test","com.webcalc.gerkin.testrunner.CucumberRunnerTests","com.webcalc.gerkin.testrunner.CucumberRunnerTests","runScenario","Runs Cucumber Scenarios",""
"skipped","Mon Dec 25 14:13:46 GMT 2023","Mon Dec 25 14:13:46 GMT 2023","308","","Cucumber UI/API tests for web calculator","","User calculates (10-2)*2 !=20 by pressing calculator buttons","","User calculates (10-2)*2 !=20 by pressing calculator buttons",""
"passed","Mon Dec 25 14:12:54 GMT 2023","Mon Dec 25 14:12:58 GMT 2023","4491","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardCharacters","testEnteringKeyboardCharacters",""
"passed","Mon Dec 25 14:10:49 GMT 2023","Mon Dec 25 14:10:56 GMT 2023","6923","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testFormula1","testFormula1","summation"
"broken","Mon Dec 25 14:13:45 GMT 2023","Mon Dec 25 14:13:46 GMT 2023","381","Surefire suite","Surefire test","com.webcalc.gerkin.testrunner.CucumberRunnerTests","com.webcalc.gerkin.testrunner.CucumberRunnerTests","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Dec 25 14:11:00 GMT 2023","Mon Dec 25 14:11:06 GMT 2023","5872","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testFormula2","testFormula2","subtracting"
"passed","Mon Dec 25 14:10:39 GMT 2023","Mon Dec 25 14:10:40 GMT 2023","777","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
"passed","Mon Dec 25 14:13:10 GMT 2023","Mon Dec 25 14:13:15 GMT 2023","4775","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardNumbersNegative","testEnteringKeyboardNumbersNegative",""
"skipped","Mon Dec 25 14:13:45 GMT 2023","Mon Dec 25 14:13:46 GMT 2023","345","","Cucumber UI/API tests for web calculator","","User calculates sin(30)=0.5 by pressing calculator buttons","","User calculates sin(30)=0.5 by pressing calculator buttons",""
"passed","Mon Dec 25 14:10:21 GMT 2023","Mon Dec 25 14:10:21 GMT 2023","715","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
"passed","Mon Dec 25 14:10:29 GMT 2023","Mon Dec 25 14:10:30 GMT 2023","775","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
"skipped","Mon Dec 25 14:13:45 GMT 2023","Mon Dec 25 14:13:45 GMT 2023","366","","Cucumber UI/API tests for web calculator","","User calculates 2+3=5 by pressing calculator buttons","","User calculates 2+3=5 by pressing calculator buttons",""
"passed","Mon Dec 25 14:12:38 GMT 2023","Mon Dec 25 14:12:43 GMT 2023","4431","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardCharacters","testEnteringKeyboardCharacters",""
"passed","Mon Dec 25 14:10:34 GMT 2023","Mon Dec 25 14:10:35 GMT 2023","769","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
