"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 19 16:05:43 GMT 2023","Fri May 19 16:05:44 GMT 2023","868","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
"passed","Fri May 19 16:09:23 GMT 2023","Fri May 19 16:09:44 GMT 2023","21384","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardNumbersNegative","testEnteringKeyboardNumbersNegative",""
"passed","Fri May 19 16:08:41 GMT 2023","Fri May 19 16:08:56 GMT 2023","14410","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardCharacters","testEnteringKeyboardCharacters",""
"passed","Fri May 19 16:07:12 GMT 2023","Fri May 19 16:07:17 GMT 2023","4620","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardCharacters","testEnteringKeyboardCharacters",""
"broken","Fri May 19 16:10:11 GMT 2023","Fri May 19 16:10:11 GMT 2023","1","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","closeBrowser","closeBrowser",""
"broken","Fri May 19 16:10:28 GMT 2023","Fri May 19 16:10:28 GMT 2023","0","Surefire suite","Surefire test","com.webcalc.ui.tests.PerformanceTest","com.webcalc.ui.tests.PerformanceTest","closeBrowser","closeBrowser",""
"failed","Fri May 19 16:07:20 GMT 2023","Fri May 19 16:07:25 GMT 2023","4612","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardCharacters","testEnteringKeyboardCharacters",""
"passed","Fri May 19 16:06:07 GMT 2023","Fri May 19 16:06:15 GMT 2023","8103","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testFormula1","testFormula1","summation"
"passed","Fri May 19 16:08:21 GMT 2023","Fri May 19 16:08:35 GMT 2023","14818","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardCharacters","testEnteringKeyboardCharacters",""
"passed","Fri May 19 16:05:51 GMT 2023","Fri May 19 16:05:52 GMT 2023","811","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
