"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 28 14:13:23 GMT 2023","Mon Aug 28 14:13:23 GMT 2023","525","Surefire suite","Surefire test","com.webcalc.ui.tests.PerformanceTest","com.webcalc.ui.tests.PerformanceTest","testPerformOperation","testPerformOperation",""
"skipped","Mon Aug 28 14:09:27 GMT 2023","Mon Aug 28 14:09:27 GMT 2023","391","","Cucumber UI/API tests for web calculator","","User calculates 2+3=5 by pressing calculator buttons","","User calculates 2+3=5 by pressing calculator buttons",""
"passed","Mon Aug 28 14:09:44 GMT 2023","Mon Aug 28 14:09:45 GMT 2023","758","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
"skipped","Mon Aug 28 14:09:27 GMT 2023","Mon Aug 28 14:09:28 GMT 2023","366","","Cucumber UI/API tests for web calculator","","User calculates sin(30)=0.5 by pressing calculator buttons","","User calculates sin(30)=0.5 by pressing calculator buttons",""
"skipped","Mon Aug 28 14:09:24 GMT 2023","Mon Aug 28 14:09:27 GMT 2023","2836","","Cucumber UI/API tests for web calculator","","User calculates 10-8=2 by pressing calculator buttons","","User calculates 10-8=2 by pressing calculator buttons",""
"passed","Mon Aug 28 14:10:34 GMT 2023","Mon Aug 28 14:10:41 GMT 2023","7344","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testFormula4","testFormula4","multiplication"
"passed","Mon Aug 28 14:09:52 GMT 2023","Mon Aug 28 14:09:53 GMT 2023","739","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
"broken","Mon Aug 28 14:09:28 GMT 2023","Mon Aug 28 14:09:28 GMT 2023","324","Surefire suite","Surefire test","com.webcalc.gerkin.testrunner.CucumberRunnerTests","com.webcalc.gerkin.testrunner.CucumberRunnerTests","runScenario","Runs Cucumber Scenarios",""
"passed","Mon Aug 28 14:09:56 GMT 2023","Mon Aug 28 14:09:57 GMT 2023","740","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testCalculatorTypes","testCalculatorTypes","calc types"
"skipped","Mon Aug 28 14:09:28 GMT 2023","Mon Aug 28 14:09:28 GMT 2023","316","","Cucumber UI/API tests for web calculator","","User calculates (10-2)*2 !=20 by pressing calculator buttons","","User calculates (10-2)*2 !=20 by pressing calculator buttons",""
"passed","Mon Aug 28 14:12:00 GMT 2023","Mon Aug 28 14:12:05 GMT 2023","4744","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasInputTest","com.webcalc.ui.tests.CalBasicFormulasInputTest","testEnteringKeyboardCharacters","testEnteringKeyboardCharacters",""
"passed","Mon Aug 28 14:10:25 GMT 2023","Mon Aug 28 14:10:31 GMT 2023","5800","Surefire suite","Surefire test","com.webcalc.ui.tests.CalBasicFormulasBtnTest","com.webcalc.ui.tests.CalBasicFormulasBtnTest","testFormula3","testFormula3","sinus"
